id,idade,ocupacao,estado_civil,escolaridade,inadimplencia,saldo_medio,deposito_prazo,emprestimo_habitacional,emprestimo_pessoal,meio_contato,dia_contato,mes_contato,duracao_contato,quantidade_contato,quantidade_dias_contato,quantidade_contato,resultado
3904,32,administracao,casado,medio,nao,200,sim,nao,nao,celular,1,setembro,12,1,29,3,fracasso
3905,34,gestao,casado,superior,nao,589,sim,nao,nao,celular,1,setembro,5,1,44,3,fracasso
3906,31,servicos,solteiro,medio,nao,-205,sim,nao,nao,celular,1,setembro,8,1,579,1,fracasso
3907,28,operario,solteiro,medio,nao,-46,sim,sim,nao,celular,1,setembro,3,1,92,14,sucesso
3908,55,administracao,casado,medio,nao,8304,sim,nao,nao,celular,1,setembro,3,1,92,1,sucesso
3909,65,operario,casado,fundamental,nao,308,sim,nao,nao,celular,1,setembro,7,1,-1,0,desconhecido
3910,37,gestao,casado,superior,nao,1113,sim,nao,nao,celular,1,setembro,4,2,183,2,sucesso
3911,35,gestao,solteiro,superior,nao,992,sim,nao,sim,celular,1,setembro,4,1,-1,0,desconhecido
3912,33,administracao,solteiro,superior,nao,272,sim,sim,nao,celular,1,setembro,5,2,92,3,sucesso
3913,75,operario,casado,fundamental,nao,1413,sim,nao,nao,celular,1,setembro,9,2,188,2,sucesso
3914,48,operario,solteiro,superior,nao,1819,sim,nao,nao,celular,2,setembro,24,1,458,1,fracasso
3915,33,operario,solteiro,superior,nao,1623,sim,sim,nao,celular,2,setembro,5,3,-1,0,desconhecido
3916,38,gestao,casado,superior,nao,630,sim,nao,nao,celular,2,setembro,6,1,388,3,fracasso
3917,25,operario,solteiro,medio,nao,2975,sim,nao,nao,celular,2,setembro,13,2,-1,0,desconhecido
3918,41,operario,solteiro,superior,nao,7968,sim,nao,nao,celular,2,setembro,7,1,184,4,sucesso
3919,25,operario,solteiro,medio,nao,154,sim,nao,nao,celular,2,setembro,6,1,183,3,sucesso
3920,27,operario,solteiro,superior,nao,5169,sim,sim,nao,celular,3,setembro,7,1,466,3,sucesso
3921,49,administracao,solteiro,superior,nao,228,sim,sim,nao,celular,3,setembro,4,2,93,2,sucesso
3922,43,tecnico,casado,medio,nao,4945,sim,sim,nao,celular,3,setembro,4,3,185,2,sucesso
3923,52,gestao,casado,superior,nao,1708,sim,nao,nao,desconhecido,6,setembro,5,1,75,4,fracasso
3924,48,gestao,casado,superior,nao,0,sim,sim,nao,celular,6,setembro,3,2,125,6,fracasso
3925,29,operario,solteiro,superior,nao,1584,sim,nao,nao,celular,6,setembro,4,1,-1,0,desconhecido
3926,43,administracao,solteiro,medio,nao,1707,sim,sim,nao,celular,6,setembro,6,3,504,5,fracasso
3927,65,administracao,casado,medio,nao,952,sim,nao,nao,celular,6,setembro,4,1,96,1,sucesso
3928,72,operario,casado,medio,nao,1978,sim,nao,nao,celular,6,setembro,5,1,-1,0,desconhecido
3929,26,tecnico,solteiro,medio,nao,1105,sim,sim,nao,celular,6,setembro,7,1,297,3,fracasso
3930,37,servicos,casado,medio,nao,52,sim,sim,nao,celular,6,setembro,15,1,185,9,sucesso
3931,37,gestao,casado,superior,nao,6771,sim,nao,nao,celular,7,setembro,6,1,186,1,sucesso
3932,28,gestao,solteiro,superior,nao,890,sim,sim,nao,celular,7,setembro,3,1,-1,0,desconhecido
3933,61,operario,casado,fundamental,nao,56,sim,nao,nao,celular,7,setembro,5,3,-1,0,desconhecido
3934,32,operario,casado,fundamental,nao,1644,sim,nao,nao,celular,7,setembro,8,3,102,5,fracasso
3935,51,gestao,solteiro,superior,nao,151,sim,sim,nao,celular,8,setembro,11,1,427,3,sucesso
3936,38,administracao,casado,medio,nao,0,sim,sim,nao,celular,8,setembro,4,1,92,3,sucesso
3937,34,gestao,divorciado,superior,nao,2240,sim,nao,nao,celular,8,setembro,4,2,184,3,sucesso
3938,60,operario,casado,medio,nao,957,sim,nao,nao,celular,8,setembro,4,1,184,3,sucesso
3939,24,operario,solteiro,medio,nao,689,sim,nao,nao,celular,8,setembro,10,1,-1,0,desconhecido
3940,36,gestao,casado,superior,nao,2161,sim,nao,nao,celular,8,setembro,12,2,183,5,sucesso
3941,46,operario,solteiro,superior,nao,1527,sim,nao,nao,celular,8,setembro,6,3,184,1,sucesso
3942,80,operario,casado,medio,nao,8304,sim,nao,nao,telefone,8,setembro,10,3,91,13,sucesso
3943,37,gestao,solteiro,superior,nao,698,sim,nao,nao,celular,8,setembro,18,2,-1,0,desconhecido
3944,39,gestao,casado,superior,nao,494,sim,nao,nao,celular,9,setembro,4,1,183,5,sucesso
3945,62,operario,casado,medio,nao,2801,sim,sim,sim,celular,9,setembro,4,1,183,1,sucesso
3946,84,operario,casado,superior,nao,4761,sim,nao,nao,telefone,9,setembro,23,1,92,3,fracasso
3947,24,operario,solteiro,superior,nao,834,sim,nao,nao,celular,9,setembro,11,1,-1,0,desconhecido
3948,24,operario,solteiro,medio,nao,139,sim,nao,nao,celular,9,setembro,7,4,-1,0,desconhecido
3949,28,gestao,casado,superior,nao,12,sim,sim,nao,celular,9,setembro,3,1,-1,0,desconhecido
3950,31,gestao,casado,superior,nao,877,sim,nao,nao,celular,9,setembro,3,1,92,8,sucesso
3951,33,operario,solteiro,medio,nao,2066,sim,nao,sim,celular,9,setembro,5,1,749,2,fracasso
3952,33,administracao,solteiro,medio,nao,555,sim,sim,nao,celular,9,setembro,3,1,365,1,sucesso
3953,64,operario,casado,fundamental,nao,48,sim,nao,nao,celular,9,setembro,3,3,92,1,sucesso
3954,48,tecnico,casado,fundamental,nao,235,sim,nao,nao,celular,9,setembro,6,2,191,3,sucesso
3955,28,administracao,casado,medio,nao,1595,sim,nao,nao,celular,9,setembro,4,1,254,4,sucesso
3956,28,operario,solteiro,superior,nao,5741,sim,nao,nao,celular,10,setembro,17,5,200,3,fracasso
3957,69,operario,casado,superior,nao,426,sim,nao,nao,telefone,10,setembro,4,2,185,2,sucesso
3958,28,gestao,solteiro,superior,nao,187,sim,nao,nao,celular,10,setembro,4,1,93,2,sucesso
3959,24,administracao,solteiro,medio,nao,166,sim,nao,nao,celular,10,setembro,4,2,-1,0,desconhecido
3960,52,operario,casado,medio,nao,1416,sim,nao,nao,celular,13,setembro,4,3,187,3,sucesso
3961,37,servicos,solteiro,superior,nao,1189,sim,nao,nao,celular,13,setembro,5,9,199,4,fracasso
3962,25,operario,solteiro,medio,nao,486,sim,nao,nao,celular,13,setembro,5,3,199,4,fracasso
3963,58,gestao,casado,superior,nao,0,sim,nao,nao,celular,14,setembro,6,2,-1,0,desconhecido
3964,62,operario,casado,superior,nao,2557,sim,sim,nao,celular,14,setembro,4,1,216,7,sucesso
3965,41,administracao,casado,medio,nao,3138,sim,nao,nao,celular,14,setembro,7,1,398,1,fracasso
3966,28,gestao,solteiro,superior,nao,1720,sim,nao,nao,celular,14,setembro,4,1,91,4,sucesso
3967,75,operario,casado,fundamental,nao,1765,sim,nao,nao,telefone,14,setembro,13,1,187,4,fracasso
3968,21,operario,solteiro,superior,nao,1506,sim,nao,nao,celular,14,setembro,6,1,-1,0,desconhecido
3969,40,operario,casado,superior,nao,3585,sim,nao,nao,celular,15,setembro,8,3,-1,0,desconhecido
3970,35,operario,casado,medio,nao,262,sim,nao,nao,celular,15,setembro,6,1,75,6,fracasso
3971,49,gestao,casado,superior,nao,1093,sim,sim,sim,celular,15,setembro,5,1,246,4,sucesso
3972,39,gestao,casado,superior,nao,76,sim,nao,nao,celular,15,setembro,3,1,183,1,sucesso
3973,63,administracao,divorciado,medio,nao,4680,sim,nao,nao,celular,15,setembro,16,2,-1,0,desconhecido
3974,38,gestao,casado,superior,nao,1477,sim,nao,nao,celular,15,setembro,6,3,769,2,fracasso
3975,72,operario,casado,superior,nao,3561,sim,nao,nao,telefone,15,setembro,9,3,184,7,sucesso
3976,31,gestao,solteiro,superior,nao,3340,sim,nao,nao,celular,15,setembro,4,2,469,3,sucesso
3977,49,tecnico,casado,superior,nao,1071,sim,nao,nao,celular,16,setembro,4,1,91,1,sucesso
3978,29,gestao,casado,superior,nao,247,sim,nao,nao,celular,16,setembro,2,2,587,3,fracasso
3979,39,administracao,divorciado,medio,nao,112,sim,nao,nao,celular,16,setembro,10,3,-1,0,desconhecido
3980,78,operario,divorciado,fundamental,nao,527,sim,nao,nao,celular,16,setembro,3,1,-1,0,desconhecido
3981,61,operario,casado,fundamental,nao,2580,sim,nao,nao,celular,16,setembro,4,3,202,7,fracasso
3982,60,operario,casado,medio,nao,975,sim,nao,nao,celular,16,setembro,5,1,792,1,fracasso
3983,58,gestao,divorciado,superior,nao,2986,sim,nao,nao,celular,16,setembro,7,1,91,5,fracasso
3984,67,operario,casado,medio,nao,2048,sim,nao,nao,celular,16,setembro,8,5,195,4,fracasso
3985,20,operario,solteiro,superior,nao,2785,sim,nao,nao,celular,16,setembro,5,2,-1,0,desconhecido
3986,28,administracao,solteiro,medio,nao,127,sim,nao,nao,celular,16,setembro,22,2,-1,0,desconhecido
3987,41,gestao,casado,superior,nao,0,sim,nao,nao,celular,17,setembro,5,4,63,11,fracasso
3988,31,operario,solteiro,superior,nao,4951,sim,nao,nao,celular,17,setembro,5,3,81,3,fracasso
3989,37,gestao,divorciado,superior,nao,488,sim,sim,nao,celular,17,setembro,5,1,854,2,fracasso
3990,81,operario,casado,fundamental,nao,1154,sim,nao,nao,telefone,17,setembro,4,1,-1,0,desconhecido
3991,46,gestao,divorciado,superior,nao,624,sim,nao,nao,celular,17,setembro,6,2,183,2,sucesso
3992,46,servicos,casado,fundamental,nao,4343,sim,sim,nao,desconhecido,20,setembro,3,1,-1,0,desconhecido
3993,44,gestao,divorciado,superior,nao,2367,sim,nao,nao,celular,22,setembro,4,1,184,6,sucesso
3994,23,tecnico,solteiro,medio,nao,283,sim,sim,nao,celular,22,setembro,3,1,184,2,sucesso
3995,40,operario,casado,medio,nao,6403,sim,nao,nao,celular,22,setembro,3,2,-1,0,desconhecido
3996,27,gestao,casado,superior,nao,802,sim,nao,nao,celular,22,setembro,9,1,-1,0,desconhecido
3997,60,administracao,casado,medio,nao,3735,sim,nao,nao,celular,22,setembro,3,1,184,11,sucesso
3998,55,gestao,casado,medio,nao,2693,sim,nao,nao,celular,22,setembro,3,1,184,7,sucesso
3999,43,operario,casado,medio,nao,0,sim,sim,sim,celular,23,setembro,3,2,184,13,fracasso
4000,26,gestao,solteiro,superior,nao,1027,sim,nao,nao,celular,23,setembro,12,1,-1,0,desconhecido
4001,25,gestao,solteiro,superior,nao,3902,sim,nao,nao,celular,23,setembro,14,1,-1,0,desconhecido
4002,31,operario,casado,medio,nao,243,sim,sim,nao,celular,23,setembro,5,2,842,1,fracasso
4003,54,servicos,solteiro,medio,nao,0,sim,nao,nao,celular,23,setembro,3,1,-1,0,desconhecido
4004,29,operario,solteiro,medio,nao,1055,sim,nao,nao,celular,23,setembro,7,1,603,1,fracasso
4005,36,administracao,solteiro,medio,nao,60,sim,sim,nao,celular,23,setembro,3,2,-1,0,desconhecido
4006,59,gestao,casado,superior,nao,5397,sim,nao,nao,celular,23,setembro,4,1,92,3,sucesso
4007,37,operario,solteiro,superior,nao,217,sim,nao,nao,celular,23,setembro,5,2,-1,0,desconhecido
4008,28,gestao,solteiro,superior,nao,6551,sim,nao,nao,celular,23,setembro,3,1,-1,0,desconhecido
4009,35,administracao,solteiro,medio,nao,303,sim,nao,nao,celular,24,setembro,3,2,190,10,fracasso
4010,32,operario,solteiro,medio,nao,2093,sim,nao,nao,celular,24,setembro,4,2,444,1,fracasso
4011,49,gestao,casado,superior,nao,1167,sim,sim,sim,celular,24,setembro,4,1,91,14,sucesso
4012,50,servicos,casado,medio,nao,2376,sim,sim,nao,celular,24,setembro,7,1,-1,0,desconhecido
4013,55,servicos,divorciado,medio,nao,0,sim,nao,nao,celular,27,setembro,4,6,193,4,sucesso
4014,81,operario,divorciado,fundamental,nao,949,sim,nao,nao,celular,27,setembro,3,2,280,1,fracasso
4015,24,gestao,solteiro,superior,nao,393,sim,nao,nao,celular,27,setembro,22,1,-1,0,desconhecido
4016,38,servicos,casado,medio,nao,2678,sim,nao,nao,celular,28,setembro,5,2,187,1,sucesso
4017,61,operario,casado,medio,nao,11,sim,nao,nao,celular,29,setembro,4,1,92,3,sucesso
4018,67,operario,casado,fundamental,nao,4416,sim,nao,nao,celular,29,setembro,4,3,-1,0,desconhecido
4019,28,gestao,solteiro,superior,nao,390,sim,nao,nao,celular,29,setembro,14,1,232,4,sucesso
4020,29,servicos,solteiro,medio,nao,1934,sim,nao,nao,celular,29,setembro,5,1,-1,0,desconhecido
4021,31,operario,solteiro,medio,nao,3511,sim,nao,nao,celular,6,outubro,5,1,96,1,sucesso
4022,71,operario,casado,medio,nao,1696,sim,nao,nao,celular,6,outubro,8,1,-1,0,desconhecido
4023,33,operario,casado,superior,nao,1278,sim,nao,nao,celular,6,outubro,11,1,-1,0,desconhecido
4024,47,operario,casado,superior,nao,1011,sim,nao,nao,celular,6,outubro,13,1,-1,0,desconhecido
4025,39,gestao,casado,superior,nao,2939,sim,nao,nao,celular,6,outubro,10,1,99,3,fracasso
4026,26,operario,solteiro,superior,nao,3466,sim,nao,nao,celular,6,outubro,5,2,-1,0,desconhecido
4027,22,administracao,solteiro,medio,nao,372,sim,nao,nao,celular,6,outubro,4,1,-1,0,desconhecido
4028,34,gestao,solteiro,superior,nao,549,sim,nao,nao,celular,6,outubro,21,2,-1,0,desconhecido
4029,32,operario,solteiro,medio,nao,1102,sim,nao,nao,telefone,8,outubro,3,1,-1,0,desconhecido
4030,48,servicos,divorciado,superior,nao,973,sim,nao,nao,celular,8,outubro,5,1,134,2,sucesso
4031,32,tecnico,solteiro,superior,nao,491,sim,nao,nao,celular,8,outubro,4,2,91,7,sucesso
4032,58,administracao,divorciado,medio,nao,3337,sim,sim,nao,telefone,8,outubro,6,2,690,3,fracasso
4033,48,administracao,casado,medio,nao,368,sim,nao,nao,celular,8,outubro,6,2,140,7,sucesso
4034,28,operario,solteiro,superior,nao,326,sim,nao,nao,celular,11,outubro,8,1,231,1,sucesso
4035,36,tecnico,solteiro,medio,nao,12264,sim,nao,nao,celular,11,outubro,5,1,182,2,sucesso
4036,67,operario,casado,medio,nao,203,sim,nao,nao,celular,11,outubro,7,1,266,2,sucesso
4037,30,gestao,solteiro,superior,nao,502,sim,nao,nao,celular,11,outubro,8,3,95,6,sucesso
4038,27,administracao,casado,superior,nao,346,sim,nao,nao,celular,11,outubro,4,1,-1,0,desconhecido
4039,31,gestao,casado,superior,nao,4328,sim,nao,nao,celular,12,outubro,3,4,165,14,sucesso
4040,27,operario,solteiro,medio,nao,279,sim,nao,nao,celular,12,outubro,5,1,-1,0,desconhecido
4041,33,gestao,solteiro,superior,nao,131,sim,sim,nao,celular,12,outubro,3,3,427,2,fracasso
4042,36,gestao,solteiro,superior,nao,2646,sim,nao,nao,celular,13,outubro,3,1,182,10,sucesso
4043,62,operario,divorciado,superior,nao,6,sim,sim,nao,celular,13,outubro,4,1,183,4,sucesso
4044,29,operario,solteiro,superior,nao,1579,sim,nao,nao,celular,13,outubro,3,1,92,5,sucesso
4045,26,operario,solteiro,medio,nao,2007,sim,nao,nao,celular,13,outubro,3,1,92,5,sucesso
4046,59,tecnico,casado,medio,nao,1,sim,nao,nao,celular,14,outubro,10,1,182,5,sucesso
4047,51,gestao,casado,superior,nao,469,sim,nao,nao,celular,14,outubro,8,1,182,3,sucesso
4048,27,tecnico,solteiro,medio,nao,643,sim,nao,nao,telefone,14,outubro,5,1,93,1,sucesso
4049,60,operario,divorciado,medio,nao,514,sim,nao,nao,celular,15,outubro,3,2,213,10,sucesso
4050,42,operario,casado,medio,nao,1289,sim,nao,nao,celular,15,outubro,20,3,92,6,sucesso
4051,47,administracao,casado,medio,nao,3676,sim,nao,nao,celular,18,outubro,9,1,95,3,sucesso
4052,43,operario,casado,superior,nao,0,sim,nao,nao,celular,18,outubro,8,1,94,2,sucesso
4053,22,gestao,solteiro,superior,nao,104,sim,nao,sim,celular,18,outubro,8,1,185,3,sucesso
4054,34,tecnico,casado,medio,nao,159,sim,sim,nao,celular,18,outubro,4,1,-1,0,desconhecido
4055,39,administracao,divorciado,medio,nao,728,sim,sim,sim,celular,18,outubro,4,1,-1,0,desconhecido
4056,27,gestao,solteiro,superior,nao,107,sim,nao,nao,celular,18,outubro,13,3,-1,0,desconhecido
4057,49,operario,casado,medio,nao,1946,sim,nao,nao,celular,19,outubro,3,1,95,1,sucesso
4058,42,gestao,casado,superior,nao,1519,sim,nao,nao,celular,19,outubro,4,1,92,1,sucesso
4059,64,gestao,casado,superior,nao,5112,sim,nao,nao,telefone,19,outubro,15,7,137,11,fracasso
4060,44,gestao,solteiro,superior,nao,1090,sim,nao,nao,celular,20,outubro,3,4,93,6,sucesso
4061,64,operario,divorciado,medio,nao,4833,sim,nao,nao,celular,20,outubro,10,1,181,3,fracasso
4062,29,operario,solteiro,medio,nao,1925,sim,nao,nao,celular,21,outubro,2,3,149,5,sucesso
4063,52,gestao,casado,medio,nao,335,sim,nao,nao,celular,21,outubro,7,1,182,1,fracasso
4064,52,tecnico,casado,medio,nao,371,sim,sim,sim,celular,21,outubro,8,1,183,3,sucesso
4065,54,gestao,divorciado,superior,nao,5475,sim,nao,nao,celular,21,outubro,17,1,91,4,sucesso
4066,37,gestao,casado,superior,nao,203,sim,nao,nao,celular,21,outubro,13,1,90,5,sucesso
4067,48,administracao,casado,medio,nao,50,sim,nao,sim,celular,21,outubro,7,1,-1,0,desconhecido
4068,28,tecnico,solteiro,superior,nao,11862,sim,nao,nao,celular,21,outubro,9,2,238,13,fracasso
4069,77,operario,casado,medio,nao,820,sim,nao,nao,telefone,21,outubro,6,2,181,4,sucesso
4070,63,operario,solteiro,superior,nao,791,sim,nao,nao,celular,21,outubro,4,2,-1,0,desconhecido
4071,34,tecnico,solteiro,medio,nao,1279,sim,sim,nao,celular,21,outubro,6,3,91,10,sucesso
4072,29,operario,solteiro,superior,nao,455,sim,nao,nao,celular,22,outubro,9,4,148,3,sucesso
4073,38,gestao,casado,superior,nao,536,sim,sim,nao,celular,22,outubro,4,1,92,1,sucesso
4074,47,administracao,solteiro,medio,nao,1693,sim,sim,nao,celular,22,outubro,10,2,92,4,fracasso
4075,63,operario,casado,medio,nao,1495,sim,nao,nao,celular,25,outubro,6,1,195,4,fracasso
4076,30,gestao,solteiro,superior,nao,985,sim,sim,nao,celular,25,outubro,5,1,94,2,sucesso
4077,74,operario,casado,medio,nao,935,sim,nao,nao,celular,25,outubro,7,1,173,3,sucesso
4078,31,administracao,solteiro,medio,nao,410,sim,nao,nao,celular,25,outubro,3,1,185,1,sucesso
4079,33,administracao,casado,medio,nao,51,sim,sim,sim,celular,25,outubro,4,1,284,3,sucesso
4080,25,operario,solteiro,medio,nao,679,sim,nao,nao,celular,25,outubro,5,5,94,6,fracasso
4081,78,gestao,casado,superior,nao,1780,sim,sim,nao,celular,25,outubro,4,2,185,7,sucesso
4082,26,gestao,solteiro,superior,nao,222,sim,nao,nao,celular,26,outubro,5,1,120,3,sucesso
4083,47,administracao,casado,medio,nao,1210,sim,nao,nao,celular,26,outubro,10,1,91,4,fracasso
4084,56,administracao,divorciado,medio,nao,1693,sim,nao,nao,celular,26,outubro,4,4,442,4,fracasso
4085,54,tecnico,casado,superior,nao,876,sim,nao,nao,celular,27,outubro,4,3,541,3,sucesso
4086,46,tecnico,casado,superior,nao,3308,sim,nao,nao,celular,27,outubro,3,1,91,2,sucesso
4087,47,gestao,casado,superior,nao,0,sim,nao,nao,celular,27,outubro,8,1,-1,0,desconhecido
4088,24,operario,solteiro,medio,nao,822,sim,nao,nao,celular,27,outubro,3,1,91,2,fracasso
4089,70,operario,casado,medio,nao,0,sim,nao,nao,celular,27,outubro,4,1,92,5,sucesso
4090,63,operario,casado,medio,nao,3904,sim,nao,nao,telefone,8,novembro,6,1,96,4,sucesso
4091,22,operario,solteiro,medio,nao,2488,sim,nao,nao,celular,8,novembro,7,2,38,10,fracasso
4092,38,tecnico,casado,superior,nao,88,sim,nao,nao,celular,8,novembro,5,2,186,4,sucesso
4093,44,operario,casado,superior,nao,121,sim,nao,nao,celular,9,novembro,4,1,91,1,sucesso
4094,52,tecnico,casado,superior,nao,0,sim,nao,nao,celular,9,novembro,8,3,92,7,fracasso
4095,35,tecnico,casado,medio,nao,0,sim,sim,nao,celular,9,novembro,9,1,96,5,sucesso
4096,29,administracao,solteiro,medio,nao,464,sim,nao,nao,celular,9,novembro,3,2,91,3,sucesso
4097,41,operario,solteiro,superior,nao,79,sim,nao,nao,telefone,9,novembro,7,1,390,2,sucesso
4098,62,operario,casado,superior,nao,2557,sim,sim,nao,celular,10,novembro,7,1,57,8,sucesso
4099,62,operario,casado,medio,nao,272,sim,nao,nao,celular,11,novembro,5,1,92,3,sucesso
4100,38,operario,solteiro,medio,nao,2543,sim,nao,nao,celular,11,novembro,6,3,93,5,sucesso
4101,36,administracao,divorciado,medio,nao,1224,sim,sim,nao,celular,12,novembro,8,1,374,1,sucesso
4102,34,operario,casado,medio,nao,320,sim,sim,nao,celular,12,novembro,7,1,92,3,sucesso
4103,60,servicos,casado,superior,nao,4256,sim,sim,nao,celular,16,novembro,3,1,92,4,sucesso
4104,32,servicos,solteiro,medio,nao,1168,sim,sim,nao,celular,16,novembro,7,1,-1,0,desconhecido
4105,29,gestao,solteiro,medio,nao,703,sim,sim,nao,celular,16,novembro,4,1,550,2,sucesso
4106,32,operario,casado,medio,nao,136,sim,nao,nao,celular,16,novembro,3,1,188,3,sucesso
4107,75,operario,divorciado,superior,nao,3810,sim,sim,nao,celular,16,novembro,4,1,183,1,fracasso
4108,29,gestao,solteiro,superior,nao,765,sim,nao,nao,celular,16,novembro,4,1,-1,0,desconhecido
4109,68,operario,casado,medio,nao,1146,sim,nao,nao,celular,16,novembro,4,1,187,6,sucesso
4110,25,operario,solteiro,medio,nao,358,sim,nao,nao,celular,16,novembro,6,1,-1,0,desconhecido
4111,36,gestao,solteiro,medio,nao,1511,sim,sim,nao,celular,16,novembro,4,1,-1,0,desconhecido
4112,38,tecnico,casado,medio,nao,557,sim,sim,nao,celular,16,novembro,26,4,-1,0,desconhecido
4113,53,gestao,casado,superior,nao,583,sim,nao,nao,celular,17,novembro,4,1,184,4,sucesso
4114,34,administracao,solteiro,medio,nao,557,sim,nao,nao,celular,17,novembro,4,1,-1,0,desconhecido
4115,23,operario,solteiro,superior,nao,113,sim,nao,nao,celular,17,novembro,4,1,-1,0,desconhecido
4116,73,operario,casado,medio,nao,2850,sim,nao,nao,celular,17,novembro,5,1,40,8,fracasso
4117,25,tecnico,solteiro,medio,nao,505,sim,nao,sim,celular,17,novembro,6,2,-1,0,desconhecido
4118,51,tecnico,casado,superior,nao,825,sim,nao,nao,celular,17,novembro,16,3,-1,0,desconhecido
4119,72,operario,casado,medio,nao,5715,sim,nao,nao,celular,17,novembro,19,5,184,3,sucesso
4120,42,tecnico,casado,superior,nao,-215,sim,nao,nao,desconhecido,20,junho,26,5,-1,0,desconhecido
4121,59,gestao,casado,superior,nao,2239,sim,nao,nao,celular,20,agosto,6,6,90,1,sucesso
4122,32,gestao,casado,superior,nao,376,sim,sim,nao,celular,23,marco,4,4,-1,0,desconhecido
4123,36,tecnico,casado,medio,nao,15485,sim,nao,nao,celular,14,abril,8,1,-1,0,desconhecido
4124,34,servicos,casado,medio,nao,2918,sim,nao,sim,celular,4,junho,4,1,196,2,sucesso
4125,28,operario,solteiro,medio,nao,67,sim,nao,nao,celular,20,agosto,5,3,199,2,fracasso
4126,54,operario,divorciado,medio,nao,1664,sim,nao,nao,celular,2,junho,4,3,-1,0,desconhecido
4127,27,administracao,solteiro,medio,nao,192,sim,nao,nao,telefone,28,julho,18,17,-1,0,desconhecido
4128,42,gestao,casado,superior,nao,1519,sim,nao,nao,celular,19,julho,4,1,-1,0,desconhecido
4129,31,administracao,solteiro,medio,nao,0,sim,nao,nao,celular,17,abril,3,3,-1,0,desconhecido
4130,41,operario,casado,medio,nao,0,sim,sim,sim,celular,5,maio,7,1,-1,0,desconhecido
4131,37,administracao,divorciado,superior,nao,4708,sim,nao,nao,celular,2,junho,4,1,181,2,sucesso
4132,31,gestao,solteiro,superior,nao,3283,sim,nao,nao,celular,2,fevereiro,4,1,73,1,fracasso
4133,33,operario,casado,medio,nao,1211,sim,nao,nao,celular,11,fevereiro,9,1,188,1,sucesso
4134,27,operario,solteiro,superior,nao,347,sim,nao,nao,celular,6,agosto,6,4,-1,0,desconhecido
4135,44,gestao,casado,superior,nao,423,sim,nao,nao,celular,12,marco,39,5,-1,0,desconhecido
4136,22,operario,solteiro,medio,nao,3982,sim,nao,nao,celular,20,abril,3,1,-1,0,desconhecido
4137,25,gestao,solteiro,superior,nao,2506,sim,nao,nao,celular,17,fevereiro,8,1,-1,0,desconhecido
4138,30,gestao,solteiro,superior,nao,697,sim,nao,nao,celular,10,agosto,3,3,102,2,sucesso
4139,46,operario,casado,medio,nao,456,sim,nao,sim,celular,18,agosto,10,6,-1,0,desconhecido
4140,32,tecnico,solteiro,medio,nao,324,sim,nao,sim,celular,23,fevereiro,7,1,-1,0,desconhecido
4141,57,administracao,solteiro,medio,nao,5768,sim,sim,nao,desconhecido,19,junho,9,1,-1,0,desconhecido
4142,41,tecnico,casado,superior,nao,1517,sim,nao,nao,celular,8,agosto,3,3,-1,0,desconhecido
4143,62,gestao,casado,superior,nao,0,sim,nao,nao,celular,3,setembro,5,1,-1,0,desconhecido
4144,28,operario,casado,superior,nao,482,sim,nao,nao,celular,25,maio,2,1,-1,0,desconhecido
4145,77,operario,casado,medio,nao,638,sim,nao,nao,celular,7,agosto,8,1,-1,0,desconhecido
4146,47,operario,casado,medio,nao,2524,sim,nao,nao,celular,12,outubro,2,1,-1,0,desconhecido
4147,40,gestao,casado,superior,nao,4539,sim,nao,nao,celular,13,julho,4,3,439,1,fracasso
4148,41,operario,casado,medio,nao,2039,sim,sim,nao,celular,8,maio,12,1,-1,0,desconhecido
4149,28,servicos,solteiro,superior,nao,128,sim,nao,nao,celular,27,maio,8,1,414,1,fracasso
4150,51,operario,casado,medio,nao,4787,sim,sim,nao,celular,7,abril,15,1,-1,0,desconhecido
4151,47,gestao,casado,superior,nao,1147,sim,nao,nao,celular,2,junho,11,1,95,1,fracasso
4152,37,operario,casado,medio,nao,1978,sim,nao,nao,celular,9,setembro,7,1,182,1,sucesso
4153,29,gestao,casado,superior,nao,51,sim,sim,nao,celular,17,julho,22,5,-1,0,desconhecido
4154,24,servicos,solteiro,medio,sim,-122,sim,sim,nao,desconhecido,13,maio,17,1,-1,0,desconhecido
4155,27,operario,solteiro,medio,nao,294,sim,sim,sim,desconhecido,28,maio,12,2,-1,0,desconhecido
4156,23,operario,solteiro,medio,nao,922,sim,nao,nao,celular,28,maio,9,2,184,9,fracasso
4157,32,administracao,casado,medio,nao,51,sim,sim,sim,celular,14,janeiro,3,1,87,2,fracasso
4158,40,tecnico,casado,medio,nao,694,sim,sim,nao,celular,3,junho,7,2,119,9,fracasso
4159,32,gestao,casado,superior,nao,607,sim,sim,nao,desconhecido,18,junho,18,5,-1,0,desconhecido
4160,57,gestao,casado,medio,nao,2155,sim,nao,sim,celular,10,novembro,2,3,91,2,fracasso
4161,28,operario,solteiro,superior,nao,159,sim,nao,nao,celular,14,outubro,4,2,420,2,fracasso
4162,35,tecnico,casado,superior,nao,7050,sim,nao,nao,celular,10,fevereiro,5,3,187,1,sucesso
4163,35,operario,casado,medio,nao,1055,sim,nao,nao,desconhecido,18,novembro,2,2,-1,0,desconhecido
4164,24,operario,solteiro,medio,nao,8165,sim,nao,nao,celular,15,setembro,4,1,-1,0,desconhecido
