id,idade,ocupacao,estado_civil,escolaridade,inadimplencia,deposito_prazo,saldo_medio,emprestimo_habitacional,emprestimo_pessoal,meio_contato,dia_contato,mes_contato,duracao_contato,quantidade_contato_atual,quantidade_dias_contato,quantidade_contato_anterior,resultado
3877,49,tecnico,casado,superior,nao,sim,2611,nao,nao,celular,20,abril,3,2,-1,0,desconhecido
3878,53,tecnico,solteiro,medio,nao,sim,925,nao,nao,celular,25,agosto,16,3,-1,0,desconhecido
3879,31,tecnico,solteiro,superior,nao,sim,985,sim,nao,celular,17,abril,17,1,57,2,fracasso
3880,60,tecnico,divorciado,medio,nao,sim,367,nao,nao,celular,16,agosto,5,2,-1,0,desconhecido
3881,30,operario,solteiro,superior,nao,sim,302,nao,nao,celular,11,fevereiro,9,3,-1,0,desconhecido
3882,38,administracao,casado,medio,nao,sim,47,sim,nao,celular,4,maio,5,5,-1,0,desconhecido
3883,49,operario,casado,medio,nao,sim,1946,nao,nao,celular,16,julho,8,1,-1,0,desconhecido
3884,40,tecnico,casado,medio,nao,sim,2266,nao,nao,celular,16,outubro,7,1,147,5,fracasso
3885,34,tecnico,solteiro,superior,nao,sim,992,sim,nao,celular,5,fevereiro,1,2,-1,0,desconhecido
3886,35,gestao,solteiro,superior,nao,sim,3544,sim,nao,celular,8,junho,6,1,-1,0,desconhecido
3887,33,operario,solteiro,medio,nao,sim,76,sim,nao,desconhecido,4,junho,19,4,-1,0,desconhecido
3888,34,gestao,solteiro,superior,nao,sim,6013,sim,nao,celular,18,maio,10,1,-1,0,desconhecido
3889,28,operario,solteiro,superior,nao,sim,19,nao,nao,celular,17,abril,2,1,-1,0,desconhecido
3890,27,operario,solteiro,fundamental,nao,sim,232,sim,nao,celular,26,outubro,12,2,-1,0,desconhecido
3891,22,operario,solteiro,superior,nao,sim,993,nao,nao,celular,28,julho,2,3,93,1,fracasso
3892,27,operario,solteiro,medio,nao,sim,535,nao,nao,celular,13,maio,3,1,87,3,sucesso
3893,34,tecnico,casado,superior,nao,sim,127,nao,nao,celular,3,junho,2,1,-1,0,desconhecido
3894,62,operario,casado,superior,nao,sim,1528,nao,nao,celular,15,outubro,2,2,184,1,sucesso
3895,36,operario,casado,medio,nao,sim,324,sim,sim,celular,16,julho,14,1,-1,0,desconhecido
3896,47,servicos,divorciado,superior,nao,sim,1639,nao,nao,celular,12,janeiro,6,1,-1,0,desconhecido
3897,32,administracao,casado,medio,nao,sim,0,sim,nao,celular,30,abril,3,2,-1,0,desconhecido
3898,33,administracao,casado,medio,nao,sim,-370,sim,nao,celular,7,maio,4,1,345,1,fracasso
3899,27,tecnico,solteiro,superior,nao,sim,11862,nao,nao,celular,25,novembro,5,2,97,7,sucesso
3900,35,gestao,casado,superior,nao,sim,323,nao,nao,celular,11,janeiro,4,2,-1,0,desconhecido
3901,47,operario,casado,medio,nao,sim,3940,sim,nao,celular,5,agosto,4,3,97,2,fracasso
3902,57,gestao,divorciado,superior,nao,sim,8897,sim,nao,celular,12,agosto,14,2,-1,0,desconhecido
3903,26,tecnico,solteiro,medio,nao,sim,2002,nao,nao,celular,29,janeiro,2,1,-1,0,desconhecido
3904,46,operario,casado,medio,nao,sim,668,sim,nao,desconhecido,15,maio,21,2,-1,0,desconhecido
3905,58,servicos,casado,fundamental,nao,sim,2946,sim,nao,celular,14,maio,8,1,-1,0,desconhecido
3906,43,servicos,casado,superior,nao,sim,4216,nao,nao,celular,24,dezembro,2,2,195,2,sucesso
3907,49,servicos,casado,fundamental,nao,sim,0,sim,nao,celular,6,maio,7,2,166,3,fracasso
3908,34,tecnico,casado,superior,nao,sim,23076,nao,nao,celular,26,maio,4,2,35,6,fracasso
3909,28,operario,casado,fundamental,nao,sim,7459,sim,nao,celular,2,fevereiro,16,5,269,2,fracasso
3910,33,operario,casado,fundamental,nao,sim,5,sim,nao,celular,17,abril,17,2,-1,0,desconhecido
3911,25,operario,solteiro,medio,nao,sim,4147,nao,nao,celular,14,agosto,4,3,-1,0,desconhecido
3912,26,servicos,solteiro,superior,nao,sim,0,nao,sim,telefone,1,julho,4,4,-1,0,desconhecido
3913,32,administracao,solteiro,medio,nao,sim,131,sim,nao,celular,22,junho,9,1,183,2,sucesso
3914,29,gestao,casado,medio,nao,sim,231,nao,nao,celular,14,maio,18,1,14,1,fracasso
3915,30,gestao,solteiro,superior,nao,sim,720,nao,nao,celular,15,janeiro,21,4,210,4,fracasso
3916,23,tecnico,solteiro,medio,nao,sim,598,nao,nao,celular,11,novembro,7,1,195,1,fracasso
3917,41,tecnico,casado,medio,nao,sim,1819,nao,nao,celular,22,setembro,7,1,371,3,fracasso
3918,66,gestao,casado,medio,nao,sim,587,nao,nao,celular,12,maio,8,2,392,2,sucesso
3919,28,operario,solteiro,superior,nao,sim,442,nao,nao,celular,19,junho,8,3,95,3,fracasso
3920,77,operario,casado,fundamental,nao,sim,29340,nao,nao,celular,15,marco,4,1,91,2,fracasso
3921,54,gestao,casado,superior,nao,sim,1014,nao,sim,celular,30,abril,4,1,162,2,fracasso
3922,50,gestao,casado,superior,nao,sim,2366,nao,nao,celular,28,janeiro,14,2,149,1,fracasso
3923,31,operario,solteiro,fundamental,nao,sim,26965,nao,nao,celular,21,abril,11,2,-1,0,desconhecido
3924,45,gestao,solteiro,superior,nao,sim,1411,nao,nao,celular,7,setembro,13,2,102,3,fracasso
3925,30,gestao,solteiro,superior,nao,sim,617,nao,nao,celular,27,fevereiro,3,2,-1,0,desconhecido
3926,40,tecnico,divorciado,superior,nao,sim,4736,sim,nao,celular,11,fevereiro,5,2,-1,0,desconhecido
3927,67,operario,casado,superior,nao,sim,2540,nao,nao,telefone,14,setembro,5,3,92,9,sucesso
3928,39,servicos,solteiro,medio,nao,sim,403,sim,nao,celular,7,maio,21,3,-1,0,desconhecido
3929,20,operario,solteiro,medio,nao,sim,423,sim,nao,celular,16,abril,8,1,-1,0,desconhecido
3930,31,gestao,casado,superior,nao,sim,131,nao,nao,celular,18,fevereiro,6,2,-1,0,desconhecido
3931,31,administracao,solteiro,superior,nao,sim,4041,nao,nao,celular,30,abril,17,2,-1,0,desconhecido
3932,33,gestao,casado,superior,nao,sim,273,sim,nao,desconhecido,16,maio,13,1,-1,0,desconhecido
3933,45,operario,casado,fundamental,nao,sim,101,sim,nao,desconhecido,12,maio,8,5,-1,0,desconhecido
3934,45,administracao,casado,medio,nao,sim,0,nao,sim,telefone,15,julho,9,3,-1,0,desconhecido
3935,31,tecnico,solteiro,medio,nao,sim,2544,nao,nao,celular,15,julho,4,1,184,3,sucesso
3936,33,tecnico,casado,superior,nao,sim,1699,nao,nao,celular,6,novembro,3,2,94,1,sucesso
3937,41,operario,casado,medio,nao,sim,2689,sim,nao,celular,15,abril,2,1,-1,0,desconhecido
3938,31,gestao,casado,superior,nao,sim,3160,sim,nao,celular,26,abril,11,2,-1,0,desconhecido
3939,50,operario,casado,medio,nao,sim,388,nao,nao,celular,11,marco,3,2,-1,0,desconhecido
3940,56,operario,casado,medio,nao,sim,393,nao,sim,celular,26,julho,3,1,221,2,fracasso
3941,28,operario,solteiro,medio,nao,sim,69,nao,nao,celular,30,janeiro,9,2,-1,0,desconhecido
3942,35,tecnico,solteiro,superior,nao,sim,2658,sim,nao,celular,19,agosto,13,2,141,3,fracasso
3943,30,servicos,solteiro,medio,sim,sim,-366,sim,nao,celular,18,julho,9,1,-1,0,desconhecido
3944,64,operario,casado,medio,nao,sim,466,sim,nao,celular,18,outubro,9,1,-1,0,desconhecido
3945,32,operario,solteiro,superior,nao,sim,64,nao,nao,celular,30,junho,10,4,105,5,fracasso
3946,29,operario,casado,medio,nao,sim,580,sim,sim,celular,17,abril,22,2,-1,0,desconhecido
3947,29,gestao,solteiro,medio,nao,sim,3317,nao,sim,telefone,4,maio,11,7,-1,0,desconhecido
3948,51,operario,casado,medio,nao,sim,955,nao,sim,celular,17,dezembro,4,3,-1,0,desconhecido
3949,40,operario,solteiro,superior,nao,sim,7441,nao,nao,celular,31,julho,24,6,-1,0,desconhecido
3950,45,tecnico,casado,superior,nao,sim,377,sim,nao,desconhecido,19,junho,14,3,-1,0,desconhecido
3951,36,administracao,solteiro,superior,nao,sim,994,nao,nao,celular,6,maio,4,1,90,6,sucesso
3952,31,operario,casado,medio,nao,sim,1766,nao,sim,celular,5,junho,3,2,-1,0,desconhecido
3953,43,servicos,casado,medio,nao,sim,-236,sim,nao,celular,28,julho,12,7,-1,0,desconhecido
3954,42,servicos,casado,medio,nao,sim,774,nao,nao,celular,28,janeiro,17,1,-1,0,desconhecido
3955,46,administracao,casado,medio,nao,sim,659,sim,nao,telefone,29,julho,19,11,-1,0,desconhecido
3956,34,tecnico,casado,superior,nao,sim,149,nao,nao,celular,22,agosto,12,2,-1,0,desconhecido
3957,52,operario,casado,medio,nao,sim,1405,nao,sim,celular,17,julho,13,2,-1,0,desconhecido
3958,47,administracao,casado,medio,nao,sim,290,sim,nao,celular,22,julho,23,2,-1,0,desconhecido
3959,40,operario,solteiro,medio,nao,sim,595,sim,nao,celular,3,junho,7,2,-1,0,desconhecido
3960,26,operario,solteiro,medio,nao,sim,4613,nao,nao,celular,28,maio,11,3,196,2,fracasso
3961,45,tecnico,casado,medio,nao,sim,0,sim,nao,celular,7,dezembro,6,1,-1,0,desconhecido
3962,55,operario,divorciado,medio,nao,sim,2204,nao,nao,celular,22,fevereiro,4,1,264,1,fracasso
3963,42,operario,casado,superior,nao,sim,576,nao,nao,celular,3,junho,7,2,96,1,sucesso
3964,40,gestao,solteiro,superior,nao,sim,3840,sim,nao,celular,24,setembro,4,2,409,2,sucesso
3965,43,tecnico,casado,medio,nao,sim,1358,nao,nao,celular,10,marco,3,3,-1,0,desconhecido
3966,26,operario,solteiro,superior,nao,sim,5169,sim,nao,celular,25,maio,7,1,35,2,fracasso
3967,31,operario,casado,medio,nao,sim,0,sim,nao,desconhecido,10,agosto,2,1,782,1,fracasso
3968,31,gestao,solteiro,superior,nao,sim,533,nao,nao,celular,11,fevereiro,2,1,91,9,sucesso
3969,29,servicos,solteiro,superior,nao,sim,1788,nao,nao,celular,27,outubro,6,1,-1,0,desconhecido
3970,44,operario,divorciado,superior,nao,sim,1070,sim,nao,celular,12,agosto,2,2,104,3,sucesso
3971,35,gestao,solteiro,superior,nao,sim,80,nao,nao,celular,4,setembro,7,2,94,1,fracasso
3972,36,tecnico,solteiro,medio,nao,sim,3254,sim,nao,desconhecido,27,outubro,3,1,-1,0,desconhecido
3973,30,administracao,solteiro,medio,nao,sim,1309,nao,nao,celular,28,janeiro,10,1,-1,0,desconhecido
3974,48,gestao,casado,superior,nao,sim,0,nao,sim,celular,19,fevereiro,3,4,182,1,sucesso
3975,33,gestao,solteiro,superior,nao,sim,1534,sim,nao,celular,11,julho,17,2,-1,0,desconhecido
3976,36,gestao,casado,superior,nao,sim,535,nao,nao,celular,20,abril,2,2,-1,0,desconhecido
3977,46,administracao,casado,medio,nao,sim,368,nao,nao,celular,20,agosto,5,1,90,4,fracasso
3978,35,operario,solteiro,superior,nao,sim,415,nao,nao,celular,4,maio,3,2,89,2,sucesso
3979,46,tecnico,casado,medio,nao,sim,3434,nao,sim,celular,8,junho,2,2,101,1,sucesso
3980,32,administracao,casado,medio,nao,sim,35,nao,nao,celular,17,dezembro,5,3,126,3,sucesso
3981,46,servicos,casado,medio,nao,sim,2948,nao,nao,celular,21,novembro,15,1,-1,0,desconhecido
3982,54,operario,casado,superior,nao,sim,2473,nao,nao,celular,5,marco,10,2,-1,0,desconhecido
3983,36,gestao,casado,superior,nao,sim,1133,sim,nao,celular,4,agosto,5,1,181,2,fracasso
3984,29,administracao,solteiro,medio,nao,sim,306,sim,nao,celular,18,maio,13,4,-1,0,desconhecido
3985,58,gestao,casado,medio,nao,sim,-382,nao,nao,celular,31,julho,11,12,-1,0,desconhecido
3986,35,administracao,divorciado,medio,nao,sim,1224,sim,nao,celular,3,novembro,3,1,-1,0,desconhecido
3987,30,gestao,solteiro,superior,nao,sim,5359,nao,nao,celular,27,maio,2,1,98,1,sucesso
3988,31,tecnico,casado,superior,nao,sim,2166,nao,nao,celular,13,julho,10,6,182,2,sucesso
3989,35,gestao,casado,superior,nao,sim,925,nao,nao,celular,8,junho,3,4,-1,0,desconhecido
3990,34,administracao,casado,medio,nao,sim,2374,sim,nao,celular,9,novembro,3,1,209,2,fracasso
3991,28,operario,solteiro,medio,nao,sim,1925,nao,nao,celular,25,maio,4,1,88,4,fracasso
3992,23,servicos,solteiro,medio,nao,sim,279,sim,nao,celular,18,maio,14,1,370,1,fracasso
3993,46,operario,casado,superior,nao,sim,842,sim,nao,telefone,8,maio,14,1,-1,0,desconhecido
3994,33,operario,solteiro,superior,nao,sim,6748,nao,nao,celular,14,agosto,26,2,-1,0,desconhecido
3995,25,gestao,casado,superior,nao,sim,-242,sim,sim,celular,18,maio,10,4,332,4,fracasso
3996,43,operario,casado,fundamental,nao,sim,3917,nao,nao,celular,2,marco,3,1,-1,0,desconhecido
3997,38,tecnico,solteiro,medio,nao,sim,1711,nao,nao,telefone,30,setembro,4,1,-1,0,desconhecido
3998,62,operario,casado,medio,nao,sim,298,nao,nao,celular,17,novembro,12,2,-1,0,desconhecido
3999,33,operario,casado,medio,nao,sim,335,nao,nao,celular,4,fevereiro,15,2,177,7,fracasso
4000,53,gestao,casado,superior,nao,sim,2240,sim,nao,celular,2,junho,5,2,385,1,sucesso
4001,38,tecnico,casado,medio,nao,sim,1478,nao,nao,celular,12,agosto,15,4,-1,0,desconhecido
4002,32,operario,casado,medio,nao,sim,390,nao,nao,celular,6,setembro,7,1,280,1,fracasso
4003,24,operario,solteiro,medio,nao,sim,1234,nao,nao,celular,21,julho,5,1,156,2,sucesso
4004,26,gestao,solteiro,superior,nao,sim,3704,nao,nao,celular,19,agosto,4,4,-1,0,desconhecido
4005,55,operario,casado,superior,nao,sim,890,nao,nao,celular,22,agosto,22,2,-1,0,desconhecido
4006,47,gestao,casado,superior,nao,sim,3663,nao,nao,celular,30,marco,6,3,-1,0,desconhecido
4007,58,operario,solteiro,medio,nao,sim,119,sim,sim,celular,12,maio,16,1,-1,0,desconhecido
4008,30,operario,casado,medio,nao,sim,167,sim,nao,celular,10,julho,4,1,-1,0,desconhecido
4009,39,tecnico,solteiro,medio,nao,sim,1022,sim,nao,desconhecido,20,maio,24,2,-1,0,desconhecido
4010,30,administracao,solteiro,superior,nao,sim,305,nao,nao,celular,4,fevereiro,4,2,-1,0,desconhecido
4011,34,operario,divorciado,superior,nao,sim,172,nao,nao,celular,15,junho,3,1,-1,0,desconhecido
4012,34,gestao,casado,superior,nao,sim,3047,nao,nao,celular,30,abril,5,1,160,5,fracasso
4013,56,gestao,casado,superior,nao,sim,616,nao,nao,celular,30,abril,4,1,83,1,sucesso
4014,27,servicos,solteiro,medio,nao,sim,453,nao,nao,celular,19,abril,2,2,-1,0,desconhecido
4015,46,operario,solteiro,medio,nao,sim,526,nao,nao,celular,30,abril,9,1,87,2,fracasso
4016,32,gestao,casado,superior,nao,sim,169,nao,nao,telefone,14,agosto,12,2,-1,0,desconhecido
4017,27,servicos,solteiro,medio,nao,sim,1347,nao,nao,telefone,28,dezembro,14,1,193,11,sucesso
4018,36,operario,casado,fundamental,nao,sim,378,sim,nao,celular,5,maio,21,1,-1,0,desconhecido
4019,46,administracao,solteiro,superior,nao,sim,2889,sim,nao,celular,5,maio,8,1,-1,0,desconhecido
4020,46,tecnico,casado,medio,nao,sim,57,nao,nao,desconhecido,28,maio,13,1,-1,0,desconhecido
4021,49,gestao,casado,superior,nao,sim,0,nao,nao,telefone,17,outubro,4,1,-1,0,desconhecido
4022,39,tecnico,casado,superior,nao,sim,1293,nao,nao,celular,3,junho,2,2,-1,0,desconhecido
4023,33,tecnico,solteiro,medio,nao,sim,2085,nao,nao,celular,9,fevereiro,8,2,-1,0,desconhecido
4024,48,operario,solteiro,medio,nao,sim,315,nao,nao,desconhecido,11,fevereiro,5,1,-1,0,desconhecido
4025,38,operario,casado,medio,nao,sim,1627,nao,nao,desconhecido,16,junho,22,9,-1,0,desconhecido
4026,60,operario,casado,medio,nao,sim,1853,nao,nao,celular,10,fevereiro,4,1,183,1,sucesso
4027,33,tecnico,solteiro,medio,nao,sim,1429,sim,nao,celular,31,agosto,4,8,-1,0,desconhecido
4028,64,gestao,casado,superior,nao,sim,3951,nao,nao,celular,28,janeiro,2,1,91,1,sucesso
4029,22,operario,solteiro,superior,nao,sim,780,nao,nao,celular,17,marco,5,3,-1,0,desconhecido
4030,34,tecnico,divorciado,superior,nao,sim,674,sim,nao,celular,7,agosto,10,2,-1,0,desconhecido
4031,36,operario,casado,medio,nao,sim,218,sim,nao,celular,4,maio,10,6,-1,0,desconhecido
4032,72,operario,casado,fundamental,nao,sim,763,nao,nao,celular,24,abril,6,2,-1,0,desconhecido
4033,37,servicos,casado,medio,nao,sim,4151,sim,sim,celular,30,julho,9,4,-1,0,desconhecido
4034,78,operario,divorciado,fundamental,nao,sim,2787,nao,nao,telefone,1,julho,6,1,-1,0,desconhecido
4035,31,tecnico,casado,superior,nao,sim,26,nao,sim,celular,18,novembro,7,1,127,6,fracasso
4036,20,operario,solteiro,medio,nao,sim,153,nao,nao,desconhecido,21,junho,2,1,-1,0,desconhecido
4037,60,operario,casado,fundamental,nao,sim,362,nao,sim,celular,29,julho,14,6,-1,0,desconhecido
4038,36,operario,casado,medio,nao,sim,1184,sim,nao,celular,6,abril,18,1,-1,0,desconhecido
4039,51,tecnico,casado,medio,nao,sim,6840,nao,nao,telefone,7,julho,4,1,-1,0,desconhecido
4040,26,operario,solteiro,medio,nao,sim,3145,nao,nao,celular,28,dezembro,19,1,209,1,fracasso
4041,48,administracao,casado,medio,nao,sim,660,nao,nao,celular,18,fevereiro,5,1,561,2,sucesso
4042,49,gestao,casado,superior,nao,sim,1311,sim,nao,celular,8,maio,14,1,-1,0,desconhecido
4043,20,operario,solteiro,medio,nao,sim,215,nao,nao,celular,24,novembro,5,1,95,5,sucesso
4044,77,operario,casado,fundamental,nao,sim,3324,nao,nao,celular,13,maio,5,1,91,5,sucesso
4045,42,gestao,solteiro,superior,sim,sim,0,sim,nao,celular,21,novembro,14,1,-1,0,desconhecido
4046,31,administracao,solteiro,medio,nao,sim,747,sim,nao,desconhecido,26,maio,9,2,-1,0,desconhecido
4047,56,operario,casado,medio,nao,sim,448,sim,sim,celular,17,maio,9,1,181,2,fracasso
4048,32,tecnico,solteiro,superior,nao,sim,1246,sim,nao,celular,30,abril,8,1,85,2,sucesso
4049,33,gestao,casado,superior,nao,sim,271,sim,nao,celular,14,agosto,13,2,-1,0,desconhecido
4050,33,gestao,solteiro,superior,nao,sim,1271,sim,nao,celular,15,abril,11,3,330,1,fracasso
4051,54,operario,casado,medio,nao,sim,962,sim,nao,celular,29,outubro,5,3,-1,0,desconhecido
4052,28,operario,solteiro,superior,nao,sim,3054,nao,nao,celular,30,abril,6,1,80,6,fracasso
4053,41,operario,casado,superior,nao,sim,0,nao,nao,celular,30,outubro,6,3,-1,0,desconhecido
4054,51,gestao,casado,superior,nao,sim,346,nao,nao,celular,12,novembro,2,2,192,3,fracasso
4055,43,operario,divorciado,fundamental,nao,sim,3550,nao,nao,celular,20,novembro,19,1,-1,0,desconhecido
4056,36,gestao,solteiro,superior,nao,sim,1379,nao,nao,celular,25,maio,3,1,186,1,fracasso
4057,49,gestao,casado,superior,nao,sim,1093,sim,sim,celular,12,janeiro,4,2,91,2,sucesso
4058,47,administracao,divorciado,medio,nao,sim,295,sim,nao,desconhecido,6,junho,2,2,-1,0,desconhecido
4059,30,servicos,casado,medio,nao,sim,129,sim,nao,desconhecido,26,maio,24,7,-1,0,desconhecido
4060,31,tecnico,casado,superior,nao,sim,636,sim,nao,celular,4,maio,6,4,-1,0,desconhecido
4061,39,tecnico,casado,medio,nao,sim,4101,sim,nao,celular,18,fevereiro,2,2,264,1,fracasso
4062,40,gestao,casado,superior,nao,sim,3352,sim,nao,telefone,23,outubro,2,1,-1,0,desconhecido
4063,48,gestao,solteiro,superior,nao,sim,334,sim,nao,celular,28,setembro,10,2,92,12,sucesso
4064,30,servicos,divorciado,medio,nao,sim,341,sim,nao,celular,20,novembro,8,1,-1,0,desconhecido
4065,41,operario,casado,medio,nao,sim,8491,sim,nao,celular,18,novembro,15,1,-1,0,desconhecido
4066,33,servicos,casado,medio,nao,sim,227,sim,sim,celular,13,agosto,8,2,-1,0,desconhecido
4067,25,operario,solteiro,medio,nao,sim,125,nao,nao,celular,9,fevereiro,4,1,92,2,sucesso
4068,49,administracao,casado,medio,nao,sim,3608,sim,nao,desconhecido,13,novembro,4,1,-1,0,desconhecido
4069,32,gestao,solteiro,superior,nao,sim,2536,sim,nao,celular,26,agosto,16,6,-1,0,desconhecido
4070,64,gestao,casado,superior,nao,sim,4688,nao,nao,celular,21,outubro,3,1,-1,0,desconhecido
4071,28,operario,solteiro,medio,nao,sim,0,nao,nao,celular,18,fevereiro,3,20,-1,0,desconhecido
4072,37,gestao,casado,superior,nao,sim,1113,nao,nao,celular,2,marco,4,1,182,1,sucesso
4073,25,operario,solteiro,medio,nao,sim,1857,sim,nao,celular,13,abril,5,4,187,6,sucesso
4074,53,administracao,solteiro,medio,nao,sim,2892,nao,nao,celular,9,abril,9,3,-1,0,desconhecido
4075,62,operario,divorciado,superior,nao,sim,6,sim,nao,celular,13,abril,2,1,182,3,sucesso
4076,34,servicos,casado,medio,nao,sim,1076,nao,nao,celular,12,maio,3,1,182,6,sucesso
4077,26,administracao,solteiro,medio,sim,sim,-930,sim,nao,celular,14,maio,13,1,-1,0,desconhecido
4078,39,operario,casado,medio,nao,sim,1382,sim,nao,celular,11,fevereiro,7,2,-1,0,desconhecido
4079,45,gestao,solteiro,superior,nao,sim,2048,sim,nao,celular,18,outubro,5,1,804,1,fracasso
4080,19,operario,solteiro,fundamental,nao,sim,608,nao,nao,celular,12,maio,4,1,180,2,sucesso
4081,33,operario,divorciado,superior,sim,sim,-274,sim,sim,celular,17,abril,12,2,329,2,fracasso
4082,43,administracao,casado,medio,nao,sim,132,nao,nao,celular,27,maio,3,2,71,1,sucesso
4083,35,tecnico,solteiro,medio,nao,sim,344,nao,nao,celular,27,agosto,9,16,-1,0,desconhecido
4084,52,operario,casado,medio,nao,sim,2230,nao,nao,celular,29,outubro,7,3,-1,0,desconhecido
4085,28,operario,solteiro,medio,nao,sim,5679,sim,nao,celular,9,fevereiro,12,4,-1,0,desconhecido
4086,35,operario,solteiro,medio,nao,sim,885,sim,nao,celular,15,julho,11,6,-1,0,desconhecido
4087,50,operario,casado,fundamental,nao,sim,3764,nao,nao,telefone,9,setembro,4,2,99,4,fracasso
4088,37,servicos,casado,medio,nao,sim,4017,nao,nao,celular,30,abril,11,2,196,1,sucesso
4089,36,tecnico,casado,medio,nao,sim,368,sim,sim,desconhecido,6,maio,27,2,-1,0,desconhecido
4090,61,operario,casado,medio,nao,sim,569,nao,nao,celular,4,agosto,4,1,-1,0,desconhecido
4091,24,operario,casado,medio,nao,sim,272,nao,nao,celular,16,novembro,2,2,94,2,sucesso
4092,35,servicos,solteiro,fundamental,nao,sim,167,nao,sim,celular,11,julho,10,2,-1,0,desconhecido
4093,32,gestao,casado,superior,nao,sim,1388,sim,nao,celular,30,abril,13,1,-1,0,desconhecido
4094,45,operario,casado,medio,nao,sim,7895,sim,nao,celular,4,fevereiro,15,1,-1,0,desconhecido
4095,43,operario,casado,medio,nao,sim,2160,nao,nao,celular,8,setembro,4,1,98,1,sucesso
4096,39,tecnico,casado,medio,nao,sim,1587,sim,nao,celular,2,junho,3,3,-1,0,desconhecido
4097,35,gestao,divorciado,superior,nao,sim,1723,sim,nao,celular,25,julho,14,1,-1,0,desconhecido
4098,23,operario,solteiro,superior,nao,sim,691,nao,nao,celular,27,maio,20,1,178,6,sucesso
4099,34,operario,casado,medio,nao,sim,243,sim,nao,celular,18,maio,8,1,-1,0,desconhecido
4100,47,administracao,solteiro,medio,nao,sim,3696,nao,nao,celular,12,janeiro,13,4,-1,0,desconhecido
4101,21,operario,solteiro,medio,nao,sim,71,nao,nao,celular,13,janeiro,3,2,-1,0,desconhecido
4102,37,operario,solteiro,superior,nao,sim,0,nao,nao,celular,8,junho,4,2,97,1,sucesso
4103,53,administracao,casado,medio,nao,sim,3765,nao,nao,desconhecido,20,junho,18,3,-1,0,desconhecido
4104,46,operario,casado,fundamental,nao,sim,977,nao,sim,telefone,2,fevereiro,7,3,-1,0,desconhecido
4105,26,tecnico,solteiro,superior,nao,sim,15161,nao,nao,celular,2,fevereiro,5,1,-1,0,desconhecido
4106,51,administracao,casado,superior,nao,sim,0,sim,sim,celular,8,marco,2,2,-1,0,desconhecido
4107,58,operario,casado,superior,nao,sim,776,sim,nao,telefone,9,julho,16,1,-1,0,desconhecido
4108,51,administracao,solteiro,medio,nao,sim,1994,nao,nao,desconhecido,18,junho,13,2,-1,0,desconhecido
4109,33,administracao,casado,medio,nao,sim,616,nao,nao,celular,6,setembro,4,3,-1,0,desconhecido
4110,46,operario,casado,fundamental,nao,sim,3512,nao,nao,celular,30,outubro,3,1,197,1,fracasso
4111,34,tecnico,solteiro,superior,nao,sim,6529,nao,nao,celular,14,agosto,8,2,-1,0,desconhecido
4112,40,operario,casado,fundamental,nao,sim,0,sim,nao,celular,21,julho,18,4,-1,0,desconhecido
4113,40,administracao,divorciado,medio,nao,sim,2129,nao,nao,celular,30,abril,8,1,-1,0,desconhecido
4114,46,tecnico,solteiro,medio,nao,sim,874,nao,nao,celular,19,novembro,14,3,-1,0,desconhecido
4115,59,operario,casado,medio,nao,sim,496,nao,nao,celular,22,outubro,12,3,183,1,sucesso
4116,34,tecnico,casado,superior,nao,sim,1539,sim,nao,celular,15,junho,7,1,56,1,fracasso
4117,49,gestao,divorciado,superior,nao,sim,348,nao,nao,celular,30,outubro,2,1,-1,0,desconhecido
4118,28,gestao,solteiro,superior,nao,sim,1287,sim,nao,celular,26,fevereiro,1,1,-1,0,desconhecido
4119,56,gestao,casado,superior,nao,sim,12356,sim,nao,celular,26,maio,7,1,551,5,fracasso
4120,28,tecnico,solteiro,medio,nao,sim,5763,nao,sim,celular,5,marco,3,2,-1,0,desconhecido
4121,33,operario,casado,medio,nao,sim,-267,sim,nao,celular,20,abril,17,3,-1,0,desconhecido
4122,37,operario,solteiro,medio,nao,sim,443,nao,nao,celular,29,janeiro,27,1,-1,0,desconhecido
4123,38,servicos,casado,medio,nao,sim,934,sim,nao,celular,14,maio,12,1,-1,0,desconhecido
4124,25,tecnico,solteiro,medio,nao,sim,4859,nao,nao,celular,12,janeiro,4,1,-1,0,desconhecido
4125,74,operario,casado,superior,nao,sim,1843,nao,nao,celular,15,setembro,4,2,184,3,sucesso
4126,42,operario,casado,medio,nao,sim,1289,nao,nao,celular,15,julho,4,4,415,2,fracasso
4127,29,operario,solteiro,superior,nao,sim,19,nao,nao,celular,3,dezembro,5,1,230,1,sucesso
4128,60,operario,casado,medio,nao,sim,8332,nao,nao,celular,16,marco,5,1,194,7,fracasso
4129,41,operario,casado,medio,nao,sim,5517,sim,nao,celular,10,julho,10,1,-1,0,desconhecido
4130,51,administracao,casado,medio,nao,sim,949,nao,nao,celular,5,agosto,18,1,-1,0,desconhecido
4131,49,operario,casado,fundamental,nao,sim,-157,sim,nao,celular,7,julho,8,3,-1,0,desconhecido
4132,41,gestao,casado,superior,nao,sim,254,nao,nao,celular,9,junho,3,2,294,2,fracasso
4133,31,operario,casado,medio,nao,sim,136,nao,nao,celular,12,maio,4,2,267,1,fracasso
4134,25,administracao,solteiro,medio,nao,sim,285,nao,nao,celular,3,julho,11,3,-1,0,desconhecido
